"","value"
"1176","<U+274D> 세대주의 출생연도 끝자리를 기준으로 1<U+2024>6번은 월요일, 2<U+2024>7번은 화요일, 3<U+2024>8번은 수요일, 4<U+2024>9번은 목요일, 5<U+2024>0번은 금요일에 방문하면 된다."
"1177","- 토요일과 일요일에는 5부제가 적용되지 않아 출생연도에 관계없이 온라인 신청이 가능하며 부처님오신날인(4월 30일) 등 공휴일에는 5부제가 익일 적용된다."
"1178","- 이에 따라 목요일 신청대상인 출생연도 4,9인 경우 5월 1일에 신청하면 된다."
"1179","<U+274D> 온라인과 병행한 5부제는 5월 8일까지 적용되며, 오는 5월 9일부터 22일까지는 출생연도와 관계없이 온<U+2024>오프라인에서 신청할 수 있다."
"1180","<U+274D> 재난긴급생활지원금은 세대주가 신청하는 것이 원칙이지만 읍면동주민센터 방문 접수시 세대원의 대리신청이 가능하며, 세대주가 위임한 위임장이 있는 경우에는 제3자의 대리 신청도 가능하다."
"1181","<U+F071> 제주도는 신청 접수 후 본인의 소득 기준을 확인해, 신청 결과를 신속하게 통보하고 있다. 4월 24일까지 온라인 신청 후 지급 결정이 완료된 가구는 총 37,139세대이며, 총 127억 3650만원을 지급하고 있다."
"1182","<U+274D> 지원대상자로 결정된 세대에는 온라인 신청 시 입력한 세대주의 계좌로 재난긴급생활지원금이 입금되며, 심사 과정과 결정 내용은 문자 메시지를 통해서도 안내되고 있다."
"1183","<U+274D> 재난긴급생활지원금에 대한 보다 자세한 문의는 주소지 읍면동 주민센터나 제주도청 전담대응팀(☏ 710-6231~6244)으로 하면 된다."
"1184","■ 제주특별자치도가 지난 20일부터 행복드림포털 사이트를 통해 재난긴급생활지원금 신청을 받은데 이어, 오는 27일 9시부터 주민등록 소재 읍면동주민센터를 통한 방문 접수도 시작한다고 밝혔다."
"1185","■ 제주형 재난긴급생활지원금은 생계가 어려운 도민들을 위한 긴급 구호금으로, 코로나19로 생계가 어려워진 중위소득 100% 이하 세대가 지원 대상*이다."
"1186","※ 단, ▲중위소득 100% 초과 세대 ▲기초생활보장 수급세대 ▲공무원, 교직원, 공공기관<U+2027>금융기관 종사자 세대 등은 제외"
"1187","■ 건강보험료 소득판정기준(하단 첨부)에 따라, 지원 대상이 되는 세대는 주민등록상 주소지 관할 읍면동주민센터를 방문해 신청을 하면 된다."
"1188","<U+274D> 방문 시에는 본인을 확인할 수 있는 주민등록증, 운전면허증, 여권 등 신분증을 지참해야 한다."
"1189","<U+274D> 신청서와 개인정보제공동의서는 읍면동주민센터에 마련돼 있다."
"1190","<U+274D> 세대원 중 직장근로자가 있을 경우 직장가입자의 건강보험자격득실확인서와 제외사업장의 비정규직 근로자일 경우 재직확인서를 제출해야 한다."
"1191","<U+274D> 제주도는 현재 건강보험공단과의 협조 하에 제외대상 기관에 대한 데이터베이스를 추가로 구축하고 있다. 이르면 27일 부터는 직장 확인을 위한 건강보험자격득실확인서 또한 제출하지 않아도 될 것으로 보인다."
"1192","<U+274D> 재난긴급생활지원금은 세대주가 신청하는 것이 원칙이지만 읍면동주민센터 방문 접수시 세대원의 대리신청이 가능하며, 세대주가 위임한 위임장이 있는 경우에는 제3자의 대리 신청도 가능하다."
"1193","■ 보다 원할한 접수와 신속한 처리, 사회적 거리두기 상황 등을 고려해 읍면동주민센터 방문 접수 시에도 5부제는 적용된다."
"1194","<U+274D> 세대주의 출생연도 끝자리를 기준으로 1<U+2024>6번은 월요일, 2<U+2024>7번은 화요일, 3<U+2024>8번은 수요일, 4<U+2024>9번은 목요일, 5<U+2024>0번은 금요일에 방문하면 된다. 토요일과 일요일에는 5부제가 적용되지 않아 출생연도에 관계없이 온라인 신청이 가능하다."
"1195","<U+274D> 온라인과 병행한 5부제는 5월 8일까지 적용되며, 오는 5월 9일부터 22일까지는 출생연도와 관계없이 온<U+2024>오프라인에서 신청하면 된다."
"1196","■ 제주도는 신청 접수 후 본인의 소득 기준을 확인해, 신청 결과를 신속하게 통보하고 있다. 온라인 접수 신청 건수 대비 지급 결정 비율은 24일 기준 91.2%로 현재까지 27,320세대에 대해 익일 지급 처리가 완료되고 있다."
"1197","<U+274D> 앞서 원희룡 지사는 재난긴급생활지원금 대상자 선정 긴급회의를 주재하며 “생계가 어려워 지원을 신청하는 절박한 상황을 고려해 가급적 지원에 방점을 둔 심사에 임할 것”을 당부한 바도 있다."
"1198","<U+274D> 지원대상자로 결정된 세대에는 온라인 신청 시 입력한 세대주의 계좌로 재난긴급생활지원금이 입금되며, 심사 과정과 결정 내용은 문자 메시지를 통해서도 안내되고 있다."
"1199","<U+274D> 재난긴급생활지원금에 대한 보다 자세한 문의는 주소지 읍면동 주민센터나 제주도청 전담대응팀(☏ 710-6231~6244)으로 하면 된다."
"1200","건강보험료 소득판정기준표(보건복지부)"
"1201","건강보험료 소득판정기준표(기준 중위소득 100%)"
"1202","(단위:원)"
"1203","건강보험료 본인부담금"
"1204","200,000"
"1205","1,757,000"
"1206","59,118"
"1207","29,078"
"1208","300,000"
"1209","2,992,000"
"1210","100,050"
"1211","85,837"
"1212","100,076"
"1213","400,000"
"1214","3,871,000"
"1215","129,924"
"1216","121,735"
"1217","131,392"
"1218","500,000"
"1219","4,749,000"
"1220","160,546"
"1221","160,865"
"1222","162,883"
"1223","5,628,000"
"1224","189,063"
"1225","195,462"
"1226","192,080"
"1227","6,506,000"
"1228","220,167"
"1229","233,499"
"1230","224,298"
"1231","7,390,000"
"1232","248,116"
"1233","267,395"
"1234","253,956"
"1235","8,273,000"
"1236","276,843"
"1237","298,842"
"1238","286,647"
"1239","9,156,000"
"1240","311,116"
"1241","333,411"
"1242","326,561"
"1243","10,040,000"
"1244","343,406"
"1245","368,522"
"1246","368,580"
"1247","■ 제주형 재난긴급생활지원금이 지난 20일부터 본격 신청이 이뤄지는 가운데, 23일까지 100여억원에 육박하는 지원금이 도민들에게 지급된 것으로 확인됐다."
"1248","■ 제주특별자치도는 지난 20일부터 23일까지 4일간 행복드림포털(https://happydream.jeju.go.kr/index.htm)을 통해 접수된 재난긴급생활지원금을 심사한 결과, 총 27,310세대에 94억 4,700만원을 지급한다고 밝혔다."
"1249","<U+274D> 온라인 신청 접수 4일째인 23일 오후 6시까지 행복드림포털에는 316,233명이 방문해 총 29,963세대가 온라인 신청을 완료했다."
"1250","- 23일 행복드림포털에는 65,659명이 방문했으며, 이중 실제 온라인 신청이 이뤄진 건수는 9,602건으로 확인됐다."
"1251","<U+274D> 특히 접수 첫날인 20일부터 22일 오후 6시까지 온라인으로 접수된 건수는 29,963건으로 이 중 27,320세대에 대해 지급이 결정됐다."
"1252","- 전체 온라인 신청대비 지급 결정 비율은 91.2%에 달한다. 이는 23일까지의 지급 비율 86.5%보다 높은 수치이다."
"1253","<U+274D> 제주도는 22일 8,076세대에 28억 1,240만원의 지원금을 추가로 입금하면서, 현재까지 총 17,585세대에 61억 1,920만원의 재난긴급생활지원금을 지급했다."
"1254","- 어제 최종 심사가 완료된 9,712세대에 대해서도 오늘 중으로 세대주 계좌를 통해 지원금을 입금할 계획이다."
"1255","<U+274D> 원희룡 지사는 앞서 4월 19일 코로나19 합동브리핑을 통해 “도민들의 어려운 생계에 조금이라도 보탬이 될 수 있도록 최대한 신속하고 원활한 처리를 위해 최선의 노력을 다하고, 지원금 집행한 결과를 면밀히 평가해서 도민의 위기를 넘길 수 있도록 지원이 되도록 하겠다”고 밝힌 바도 있다."
"1256","※ 일일 재난긴급생활지원금 처리결과 누계 (4.20. 09:00 ~ 4.23. 18:00)"
"1257","심사 결과"
"1258","지급 완료"
"1259","지 급 결 정"
"1260","지급결정액(천원)"
"1261","지급 부적합"
"1262","4.20.(월)"
"1263","18:00"
"1264","118,011"
"1265","4,618"
"1266","2,311"
"1267","(785,800)"
"1268","4.21.(화)"
"1269","18:00"
"1270","124,327"
"1271","7,922"
"1272","7,198"
"1273","(2,521,000)"
"1274","2,311"
"1275","(785,800)"
"1276","4.22.(수)"
"1277","18:00"
"1278","73,895"
"1279","7,821"
"1280","8,099"
"1281","(2,818,200)"
"1282","7,198"
"1283","(2,521,000)"
"1284","4.23.(목)"
"1285","18:00"
"1286","65,659"
"1287","9,602"
"1288","9,712"
"1289","(3,322,200)"
"1290","8,076*"
"1291","(2,812,400)"
"1292","316,233"
"1293","29,963"
"1294","27,320"
"1295","(9,447,200)"
"1296","17,585"
"1297","(6,119,200)"
"1298","* 당초 8,099건이 지급결정 되었으나 지출 검증과정에서 23건 반려 처리(자료보완 등)"
"1299","■ 재난긴급생활지원금 지급 대상은 1인 가구의 비중이 가장 높았다."
"1300","<U+274D> 1인 가구 8,328세대(30.5%), 4인 이상 가구 7,904세대(28.9%), 2인 가구 6,058세대(22.3%), 3인 가구 5,030세대(18.4%) 순이다."
"1301","※ 세대구분 처리결과 누계 (4.20. 09:00 ~ 4.23. 18:00)"
"1302","금액(천원)"
"1303","비율(%)"
"1304","1인 세대"
"1305","8,328"
"1306","1,665,600"
"1307","2인 세대"
"1308","6,058"
"1309","1,817,400"
"1310","3인 세대"
"1311","5,030"
"1312","2,012,000"
"1313","4인 이상 세대"
"1314","7,904"
"1315","3,952,000"
"1316","27,320"
"1317","9,447,000"
"1318","<U+274D> 지원대상자로 결정된 세대에는 온라인 신청 시 입력한 세대주 계좌로 재난긴급생활지원금이 입금되며, 심사 과정과 결정 내용은 문자 메시지를 통해서도 각 세대에 안내되고 있다."
"1319","■ 오늘(24일)은 세대주 출생년도가 5와 0로 끝나는 도민들이 신청대상에 해당되며 주말에는 5부제가 적용되지 않아 출생연도와 상관없이 행복드림포털을 통해 신청하면 된다."
"1320","<U+274D> 재난긴급생활지원금 신청은 오는 5월 22일까지이다. 혼잡을 최소화하고 보다 원활한 접수 처리를 위해 오는 5월 8일까지는 세대주의 출생연도 끝자리를 기준으로 5부제가 적용돼 온<U+2027>오프라인 신청을 받는다."
"1321","<U+274D> 또한 오는 4월 27일부터 5월 8일까지는 관할 주소지 읍면동주민센터를 통해 방문접수도 가능하다."
"1322","<U+274D> 오는 5월 11일부터 22일까지는 5부제 적용이 해제되며, 세대주 출생년도와 관계없이 온<U+2027>오프라인에서 신청이 가능하다."
"1323","<U+274D> 재난긴급생활지원금에 대한 보다 자세한 문의는 주소지 읍면동 주민센터나 제주도청 전담대응팀(☏ 710-6231~6244)으로 하면 된다."
"1324","일일 재난긴급생활지원금 처리 결과"
"1325","■ 일계표"
"1326","금액(천원)"
"1327","비율(%)"
"1328","1인 세대"
"1329","156,400"
"1330","2인 세대"
"1331","144,300"
"1332","3인 세대"
"1333","155,600"
"1334","4인 이상 세대"
"1335","329,500"
"1336","2,311"
"1337","785,800"
"1338","4.20.(월)"
"1339","1인 세대"
"1340","2,153"
"1341","430,600"
"1342","2인 세대"
"1343","1,478"
"1344","443,400"
"1345","3인 세대"
"1346","1,365"
"1347","546,000"
"1348","4인 이상 세대"
"1349","2,202"
"1350","1,101,000"
"1351","7,198"
"1352","2,521,000"
"1353","4.21.(화)"
"1354","1인 세대"
"1355","2,377"
"1356","475,400"
"1357","2인 세대"
"1358","1,837"
"1359","551,100"
"1360","3인 세대"
"1361","1,508"
"1362","603,200"
"1363","4인 이상 세대"
"1364","2,377"
"1365","1,188,500"
"1366","8,099"
"1367","2,818,200"
"1368","4.22.(수)"
"1369","1인 세대"
"1370","3,016"
"1371","603,200"
"1372","2인 세대"
"1373","2,262"
"1374","678,600"
"1375","3인 세대"
"1376","1,768"
"1377","707,200"
"1378","4인 이상 세대"
"1379","2,666"
"1380","1,333,000"
"1381","9,712"
"1382","3,322,000"
"1383","4.23.(목)"
"1384","■ 누계표"
"1385","금액(천원)"
"1386","비율(%)"
"1387","1인 세대"
"1388","8,328"
"1389","1,665,600"
"1390","2인 세대"
"1391","6,058"
"1392","1,817,400"
"1393","3인 세대"
"1394","5,030"
"1395","2,012,000"
"1396","4인 이상 세대"
"1397","7,904"
"1398","3,952,000"
"1399","27,320"
"1400","9,447,000"
"1401","■ 제주특별자치도는 지난 20일부터 22일까지 3일간 행복드림포털(https://happydream.jeju.go.kr/index.htm)을 통해 접수된 재난긴급생활지원금을 심사한 결과, 총 17,608세대에 61억 2,500만원을 지급한다고 밝혔다."
