"","value"
"3958","<U+F06D> ○ 배우 서현은 “제주와 대한민국의 대표 과일인 감귤이 농민 여러분의 땀과 노력, 눈물로 만들어진 것을 알고 있다”며 “이제는 평화의 상징이 된 만큼 제주의 가치와 우수성을 알릴 수 있도록 더욱 최선을 다하겠다”고 말했다."
"3959","<U+F06D> ○ 개막식 행사는 감귤로 퍼져나가는 한반도의 미래 평화 컨셉을 선보이며, 감귤의 삶 영상, 개회사, 축사 및 축하영상, 홍보대사 인사, 감귤 풍선 날리기 퍼포먼스, 감귤 드론 퍼포먼스, 축하 공연 순으로 진행됐다."
"3960","<U+F06D> ○ 개막식 직후 원희룡 지사는 홍보대사 서현과 함께 우수 감귤관과 감귤 산업 전시관을 돌며 참석 업체를 격려하고 제주감귤의 우수성을 홍보했다."
"3961","■<U+00A0>제주특별자치도가 주최하고 ㈔제주국제감귤박람회조직위원회(위원장 양병식, 고병기)가 주관한 이번 제주국제감귤박람회에는 오는 13일까지 17만 명의 관람객이 찾을 것으로 예상하고 있다."
"3962","<U+F06D> ○ ‘세계를 보는 제주, 미래를 여는 감귤’을 주제로 열리는 이번 박람회는 지난 2013년 1회를 시작으로 올해 6회째 맞이하고 있다."
"3963","<U+F06D> ○ 특히 3년에 한 번씩 국제행사로 개최되는 만큼 올해에는 지난 2015년에 이어 두 번째로 국제박람회로 진행된다."
"3964","<U+F06D> ○ 3년 전 15개국 참여에서 올해는 미국, 러시아 등 25개국으로 늘며 총 170여개 업체 및 기관·단체가 함께했다."
"3965","<U+F06D> ○ 8일부터 11일까지는 11개국 17명의 연사가 참석하고 학계, 전문가, 농업인 등이 함께 스마트 농업시대에 맞는 감귤 신기술 농법 등 미래를 위한 국내외 학술콘퍼런스, 특별강연이 진행되며,"
"3966","<U+F06D> ○ 행사기간 동안 해외 바이어 18개 업체 및 국내 바이어 12개 업체는 △해외 수출계약 체결 △전국 백화점, 대형 유통업체와 판매계약 등 비즈니스와 투자 상담회가 이어지며 제주감귤 시장 개척과 홍보에 큰 성과가 기대되고 있다."
"3967","<U+F06D> ○ 더불어 감귤 관련 식품, 감귤 역사, 품평회 출펌 감귤의 전시 뿐 아니라 감귤 매직쇼, 염색체험, 감귤캘리그라피 등 40여개의 체험 행사도 진행된다."
"3968","■ 원희룡 제주특별자치도지사는 6일 “제주는 김정은 위원장의 한라산 방문을 언제든지 환영하며 남북 평화교류의 중심지 역할을 해나갈 것”이라고 강조했다."
"3969","■ 원희룡 지사는 이날 오전 9시 제주도청 2층 삼다홀에서 열린 주간정책 조정회의에서 “백두에서 한라까지”라는 말을 언급하며 이 같이 강조했다."
"3970","■ 원희룡 지사는 “백두산 정상에서 문재인 대통령과 김정은 위원장이 보여준 비핵화와 남북교류협력, 평화 통일의 의지가 한라산 정상에서 실현되는 것은 당연한 일”이라며 남북정상회담 제주 개최에 대한 의지를 피력했다."
"3971","■ 원희룡 지사는 특히 “평화와 인권의 중심지로의 자리매김은 ‘평화의 섬’ 제주가 추구하는 이상”이라며 “비핵화, 남북교류협력, 평화통일에 제주가 적극 앞장서는 한편, 역사적 논의가 평화 중심지인 제주에서 결실을 거둘 수 있도록 남북 정상의 한라산 방문을 적극 준비해 나갈 것”이라고 밝혔다."
"3972","■ 원 지사는 이어 “지역 국회의원과 도의회 의원을 비롯해 관련단체 및 도민들의 의견을 폭넓게 수렴하고, 적극 준비할 것”을 지시하고, 더불어 “정부와도 적극적으로 협의해 나갈 것”이라고 덧붙였다."
"3973","■ 이날 회의에서는 남북정상회담 준비를 비롯해 제주 방문 효과 극대화 전략 및 향후 교류협력 강화 방안 등이 논의됐다."
"3974","■ 한편, 제주도는 전국 지자체 중 가장 먼저 남북 교류 사업을 전개해 왔다."
"3975","<U+F06D>○ 지난 1999년부터 2010년까지 12년 동안 감귤·당근 북한 보내기 등 ‘비타민C 외교’를 통해 교류협력을 선도해 왔으나, 2010년 천안함 사태로 인한 5.24조치와 UN 및 미국의 대북 제재로 인해 중단된 상태다."
"3976","<U+F06D>○ 2014년 12월에는 남북 교류 5+1사업을 제시하였고, 6.13 지방선거 기군 중 △청정에너지 산업을 통한 경제협력 △먹는샘물 공동 개발 등을 제안했다.
이외에도 현재 실행 가능한 문화·체육·환경 분야 등에서 우선 사업을 발굴 중이다."
"3977","※ 5+1사업: 감귤보내기 / 제주-북한 평화 크루즈 개설 / 한라산-백두산 생태·환경보존 공동 협력 / 제주포럼 북극 대표단 참석 / 남북 교차 관광 + 에너지 평화 협력"
"3978","■ 원희룡 제주특별자치도지사와 이석문 제주특별자치도교육감은 6일 ‘고등학교 전면 무상급식’ 예산편성에 합의했다."
"3979","■ 원희룡 도지사와 이석문 도교육감은 이날 오전 10시 30분 도교육청 제5회의실에서 열린 「2018 교육행정협의회」에서 ‘제주미래와 교육발전을 위한 공동협력 합의문’을 최종 채택하고 서명했다."
"3980","■ 이번 민선7기 첫 교육행정협의회를 통해 도와 교육청은 ▲고등학교 전면 무상급식 지원 ▲미래 인재 교육 및 정보화 추진 강화 ▲어린이 보호구역 내 보행로 확보 ▲특성화고 학생 취업 진로교육 지원 확대 ▲법정전입금 예산편성 등 4차 산업 혁명을 선도할 미래인재 육성과 제주 교육 발전을 위한 공동의 노력들을 논의했다."
"3981","■ 원희룡 도지사와 이석문 교육감은 이번 교육행정협의회를 계기로 제주특별자치도와 교육청의 현안들을 원만하게 해결하고, 교육환경 개선과 공교육의 질 향상을 위한 정보 공유, 정책결정 과정의 긴밀한 협력 등 도민이 신뢰하는 행정을 펼쳐 나가겠다고 밝혔다."
"3982","■ 원희룡 도지사와 이석문 교육감은 이날 서명식 이후 노형동 소재 제주고(교장 장성훈)를 함께 찾아 급식실에서 학생 및 교직원들과 오찬을 함께 하며 학교 교육환경 개선 및 급식 지원 관련 등 의견을 청취하기도 했다."
"3983","■ 그동안 도와 도교육청은 유·초·중학교 무상급식을 고등학교까지 확대하기 위한 예산 편성 방안을 논의하며 난항을 겪었지만, 이번 합의를 통해 안정적인 무상급식 운영이 가능케 됐다."
"3984","<U+274D> 올해 2학기부터 도교육청 자체 예산으로 고교 무상급식 사업을 시행해오고 있었지만, 제주특별자치도가 내년부터 급식비(식품비+운영비)의 60%를 지원하기로 통 큰 결단을 함으로써 도내 고등학교 이하 모든 학생들이 무상 급식을 지원받을 수 있게 됐다."
"3985","<U+274D> 소요 예산은 총 404억2,700만원이 들것으로 예상하고 있다. 이중 도는 60%인 242억5,600만원을, 교육청은 40% 비율인 161억7,100만원을 부담해 내년 총 86,737명의 학생이 혜택을 누릴 것으로 보인다."
"3986","※ 2019 무상급식 (단위: 백만원)"
"3987","식품,운영비"
"3988","도청(60%)"
"3989","교육청(40%)"
"3990","86,737"
"3991","40,427"
"3992","24,256"
"3993","16,171"
"3994","유<U+2024>초<U+2024>중"
"3995","66,955"
"3996","30,295"
"3997","18,177"
"3998","12,118"
"3999","19,782"
"4000","10,132"
"4001","6,079"
"4002","4,053"
"4003","■ 또한 도로 폭이 좁아 보행로 확보가 어려운 학교 학생들의 안전을 위한 통학로 확보에도 뜻을 모으며 소통과 협력 강화에 대한 의지를 확실히 밝혔다."
"4004","<U+274D> 이 밖에도 내년부터 경제적 취약계층 가정의 초·중·고학생들에게 도서 구입비와 학원 수강료를 지원하는 제주꿈바당교육문화카드 발급 지원 분야에도 도와 교육청이 50%씩 부담하기로 협의했다."
"4005","※ 제주꿈바당교육문화카드 발급·학습비 지원: 초 30만원, 중 40만원, 고 50만원"
"4006","- 2019년도 하반기 시행 예정"
"4007","<U+274D> 코딩교육 등 교육과정 개발·지원, 미래산업 체험 교육장비 지원, 전국 최고 수준의 입시정보 상담 프로그램 운영 등 제주 학생들이 창의 융<U+2024>복합형 인재, 더 큰 미래를 꿈꾸는 인재로 성장할 수 있는 학습 환경 조성에도 공동 노력하기로 했다."
"4008","<U+274D> 특성화고등학교 학생들의 취업 진로교육<U+2024>체험 및 취업 진로설계 지원 확대에도 공동 노력의 의지를 명시했으며,"
"4009","<U+274D> 각급 학교의 다목적학습관, 급식소 등 대규모 학교시설사업과 향후, 교육청에서 추진하는 새로운 교육 사업에 대해서는 교육청 자체 예산을 활용하여 추진하기로 했다."
"4010","[붙임] 제주미래와 교육발전을 위한 공동협력 합의서 각 1부"
"4011","[별첨] 2018 제주특별자치도 교육행정협의회 회의자료"
"4012","사진 행사후 등록 예정"
"4013","■ 원희룡 제주특별자치도지사는 4일 “추사 김정희 선생은 역사와 문화가 피어나는 제주도를 만들어나가는 데 기리고 빛내야할 인물”고 말했다."
"4014","■ 원희룡 지사는 이날 오전 11시 서귀포시 대정추사관 일대에서 열린 ‘제17회 대정고을 추사문화예술제’ 개막식에서 격려사를 통해 유배로 인연을 맺어졌지만 제주에서 역사적인 발자취를 남긴 추사 김정희 선생을 기리며 이같이 밝혔다."
"4015","■ 원 지사는 이어 “추사 선생에 대한 존경의 마음으로 지역 지도자와 단체, 주민들이 중심이 돼 기념사업을 잘 이끌어 가는 데에 감사를 전한다”며 “추사문화제가 앞으로도 더 발전하고 대정읍을 비롯한 제주 지역 마을들이 날로 발전 할 수 있도록 도정에서도 성원 아끼지 않겠다”고 강조했다."
"4016","<U+274D> 조근배 대정고을 추사문화예술제 추진위원장은 개회사를 통해 “더욱 발전된 추사문화예술제를 만들려고 주민들과 노력을 많이 했다”면서 “특히 올해에는 추사체 관련 자료와 추사 가문의 글씨, 관련 도록, 추사체 교재 등 추사 김정희 선생에 대한 다양한 자료가 전시된 만큼 추사에 대해서 좀 더 알 수 있는 계기가 될 것”이라고 말했다."
"4017","<U+274D> 이날 개막식에는 원희룡 도지사, 조근배 대정고을 추사문화예술제추진위원장, 박상권 ㈔한국추사체연구회 부회장, 김성진 대정읍 이장협의회장 및 23개 마을이장 등 주민 500여 명이 참석했다."
"4018","■ 한편, 대정고을추사문화예술제추진위원회(위원장 조근배)가 주관한 추사문화예술제는 대정고을 5개리(안성·인성·보성·신평·구억)가 중심이 돼 지난 2002년 첫 시작됐으며, 현재까지 대정읍 기관, 단체, 주민들의 자발적 참여 하에 문화 체험 예술제로 발전돼왔다."
"4019","<U+274D> 올해 제17회 추사문화예술제는 어제(3일) 추사 유배길 걷기를 시작으로, ▲숭모제 ▲걸궁길트기 ▲유배행렬 재현 ▲전국 휘호대회 ▲추사체 퍼포먼스 ▲전통혼례재현 등 다양한 민속공연과 각종 전시회, 체험 행사가 진행됐다."
"4020","■ 원희룡 제주특별자치도지사가 3일 ‘MC메아리’라는 이름의 힙합 전사로 깜짝 등장했다."
"4021","■<U+00A0>「2018 제주 청년박람회」가 오늘(3일)부터 4일까지 이틀간 제주종합경기장 내 한라체육관에서 개최된 가운데, 원희룡 지사는 이날 오전 진행된 ‘실루엣 토크’에 참석에 제주 청년들과 소통하는 시간을 가졌다."
"4022","<U+00A0><U+F06D>○ 이날 실루엣 토크 참가자들은 블라인드 뒤에서 등장에서 퇴장까지 이어가며 음성을 변조하고, 외모, 연령, 신분, 직종을 숨긴 채 ‘청년들의 꿈이 자신의 일로 이어지려면 어떻게 해야 하는지’속마음을 털어놓는 시간을 가졌다."
"4023","<U+00A0><U+F06D>○ 그래서 토크쇼의 이름도 ‘아무말 대잔치’였다. 실루엣 토크에서는 꿈과 현실에 대한 자유로운 이야기가 오갔다."
